timestamp,dpid,port,interval_seconds,rx_packets_delta,tx_packets_delta,rx_bytes_delta,tx_bytes_delta,rx_dropped_delta,tx_dropped_delta,rx_errors_delta,tx_errors_delta,throughput_bps,packet_rate_pps,is_anomalous
2026-08-08 16:46:19.274909+00:00,1,2,5.003045,1.0,1.0,70.0,70.0,0.0,0.0,0.0,0.0,111.93183351339034,0.1998782741310542,0
2026-08-08 16:46:24.275297+00:00,1,1,5.000388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:24.275297+00:00,1,2,5.000388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:29.277263+00:00,1,1,5.001966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:29.277263+00:00,1,2,5.001966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:34.281013+00:00,1,1,5.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:34.281013+00:00,1,2,5.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:39.283160+00:00,1,1,5.002147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:39.283160+00:00,1,2,5.002147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:44.284284+00:00,1,1,5.001124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:44.284284+00:00,1,2,5.001124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:49.285358+00:00,1,1,5.001074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:49.285358+00:00,1,2,5.001074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:54.286259+00:00,1,1,5.000901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:54.286259+00:00,1,2,5.000901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:59.288809+00:00,1,1,5.00255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:46:59.288809+00:00,1,2,5.00255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:04.292714+00:00,1,1,5.003905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:04.292714+00:00,1,2,5.003905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:09.298470+00:00,1,1,5.005756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:09.298470+00:00,1,2,5.005756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:14.301246+00:00,1,1,5.002776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:14.301246+00:00,1,2,5.002776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:19.304637+00:00,1,1,5.003391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:19.304637+00:00,1,2,5.003391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:24.309115+00:00,1,1,5.004478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:24.309115+00:00,1,2,5.004478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:29.311846+00:00,1,1,5.002731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:29.311846+00:00,1,2,5.002731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:34.312761+00:00,1,1,5.000915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:34.312761+00:00,1,2,5.000915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:39.317391+00:00,1,1,5.00463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:39.317391+00:00,1,2,5.00463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:44.318849+00:00,1,1,5.001458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:44.318849+00:00,1,2,5.001458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:49.320859+00:00,1,1,5.00201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:49.320859+00:00,1,2,5.00201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:54.323523+00:00,1,1,5.002664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:54.323523+00:00,1,2,5.002664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:59.324636+00:00,1,1,5.001113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:47:59.324636+00:00,1,2,5.001113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:04.325333+00:00,1,1,5.000697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:04.325333+00:00,1,2,5.000697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:09.330383+00:00,1,1,5.00505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:09.330383+00:00,1,2,5.00505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:14.332827+00:00,1,1,5.002444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:14.332827+00:00,1,2,5.002444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:19.336349+00:00,1,1,5.003522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:19.336349+00:00,1,2,5.003522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:24.341433+00:00,1,1,5.005084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:24.341433+00:00,1,2,5.005084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:29.344255+00:00,1,1,5.002822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:29.344255+00:00,1,2,5.002822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:34.347350+00:00,1,1,5.003095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:34.347350+00:00,1,2,5.003095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:39.350122+00:00,1,1,5.002772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:39.350122+00:00,1,2,5.002772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:44.351956+00:00,1,1,5.001834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:44.351956+00:00,1,2,5.001834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:49.356589+00:00,1,1,5.004633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:49.356589+00:00,1,2,5.004633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:54.358270+00:00,1,1,5.001681,0.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,111.96235825515464,0.1999327825984904,0
2026-08-08 16:48:54.358270+00:00,1,2,5.001681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:59.362111+00:00,1,1,5.003841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:48:59.362111+00:00,1,2,5.003841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:04.366228+00:00,1,1,5.004117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:04.366228+00:00,1,2,5.004117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:09.368947+00:00,1,1,5.002719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:09.368947+00:00,1,2,5.002719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:14.373804+00:00,1,1,5.004857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:14.373804+00:00,1,2,5.004857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:19.373876+00:00,1,1,5.000072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:19.373876+00:00,1,2,5.000072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:24.379057+00:00,1,1,5.005181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:24.379057+00:00,1,2,5.005181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:29.380460+00:00,1,1,5.001403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:29.380460+00:00,1,2,5.001403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:34.382897+00:00,1,1,5.002437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:34.382897+00:00,1,2,5.002437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:39.382302+00:00,1,1,4.999405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:39.382302+00:00,1,2,4.999405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:44.382518+00:00,1,1,5.000216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:44.382518+00:00,1,2,5.000216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:49.387344+00:00,1,1,5.004826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:49.387344+00:00,1,2,5.004826,0.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,111.8920018398242,0.1998071461425432,0
2026-08-08 16:49:54.391208+00:00,1,1,5.003864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:54.391208+00:00,1,2,5.003864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:59.392490+00:00,1,1,5.001282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:49:59.392490+00:00,1,2,5.001282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:04.392775+00:00,1,1,5.000285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:04.392775+00:00,1,2,5.000285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:09.395265+00:00,1,1,5.00249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:09.395265+00:00,1,2,5.00249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:14.395614+00:00,1,1,5.000349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:14.395614+00:00,1,2,5.000349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:19.396856+00:00,1,1,5.001242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:19.396856+00:00,1,2,5.001242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:24.397832+00:00,1,1,5.000976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:24.397832+00:00,1,2,5.000976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:29.398692+00:00,1,1,5.00086,0.0,1.0,0.0,107.0,0.0,0.0,0.0,0.0,171.1705586639098,0.1999656059157824,0
2026-08-08 16:50:29.398692+00:00,1,2,5.00086,0.0,1.0,0.0,107.0,0.0,0.0,0.0,0.0,171.1705586639098,0.1999656059157824,0
2026-08-08 16:50:34.399190+00:00,1,1,5.000498,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:34.399190+00:00,1,2,5.000498,0.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,111.98884591094726,0.1999800819838344,0
2026-08-08 16:50:39.401795+00:00,1,1,5.002605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:39.401795+00:00,1,2,5.002605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:44.404072+00:00,1,1,5.002277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:44.404072+00:00,1,2,5.002277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:49.406768+00:00,1,1,5.002696,0.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,111.93964214495544,0.1998922181159918,0
2026-08-08 16:50:49.406768+00:00,1,2,5.002696,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:54.410311+00:00,1,1,5.003543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:54.410311+00:00,1,2,5.003543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:59.410753+00:00,1,1,5.000442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:50:59.410753+00:00,1,2,5.000442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:04.411388+00:00,1,1,5.000635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:04.411388+00:00,1,2,5.000635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:09.414629+00:00,1,1,5.003241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:09.414629+00:00,1,2,5.003241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:14.417650+00:00,1,1,5.003021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:14.417650+00:00,1,2,5.003021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:19.422348+00:00,1,1,5.004698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:19.422348+00:00,1,2,5.004698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:24.422793+00:00,1,1,5.000445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:24.422793+00:00,1,2,5.000445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:29.426535+00:00,1,1,5.003742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:29.426535+00:00,1,2,5.003742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:34.427337+00:00,1,1,5.000802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:34.427337+00:00,1,2,5.000802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:39.428137+00:00,1,1,5.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:39.428137+00:00,1,2,5.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:44.428193+00:00,1,1,5.000056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:44.428193+00:00,1,2,5.000056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:49.438655+00:00,1,1,5.010462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:49.438655+00:00,1,2,5.010462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:54.440699+00:00,1,1,5.002044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:54.440699+00:00,1,2,5.002044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:59.448091+00:00,1,1,5.007392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:51:59.448091+00:00,1,2,5.007392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:04.456454+00:00,1,1,5.008363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:04.456454+00:00,1,2,5.008363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:09.457540+00:00,1,1,5.001086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:09.457540+00:00,1,2,5.001086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:14.460888+00:00,1,1,5.003348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:14.460888+00:00,1,2,5.003348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:19.469598+00:00,1,1,5.00871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:19.469598+00:00,1,2,5.00871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:24.477238+00:00,1,1,5.00764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:24.477238+00:00,1,2,5.00764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:29.478658+00:00,1,1,5.00142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:29.478658+00:00,1,2,5.00142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:34.483788+00:00,1,1,5.00513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:34.483788+00:00,1,2,5.00513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:39.486728+00:00,1,1,5.00294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:39.486728+00:00,1,2,5.00294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:44.498576+00:00,1,1,5.011848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:44.498576+00:00,1,2,5.011848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:49.496431+00:00,1,1,4.997855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:49.496431+00:00,1,2,4.997855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:54.498924+00:00,1,1,5.002493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-08-08 16:52:54.498924+00:00,1,2,5.002493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
